Name 1,Name 1 Position,Name 2,Name 2 Position,Weight,Relation Type,Relation Type (Specific),Date Precise,Date General,Papyri No.,Location
Psenthaesis 4,Aristocrat/Government Officials,Oursenouphios / Ouersenouphios 1,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Abraam 3,Commoner,Palos 3,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,?
Anouphi(o)s 11,Craftsman,Palos 3,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Apollos 38,Farm worker,Palos 3,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Biktor 43,,Palos 3,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Biktor 45,,Palos 3,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Biktor 46,,Palos 3,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Biktor 47,,Palos 3,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Herma(o)(u)os 19,,Palos 3,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Herma(o)(u)os 20,,Palos 3,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,?
Oursenouphios / Ouersenouphios 1,,Palos 3,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,?
Panoube 1,,Palos 3,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,?
Phoibammon 43,Farm worker,Palos 3,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,?
Psenthaesis 4,Aristocrat/Government Officials,Palos 3,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Antinoopolis
Anouphi(o)s 11,Craftsman,Panoube 1,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Antinoopolis
Apollos 38,Farm worker,Panoube 1,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,?
Biktor 43,,Panoube 1,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Biktor 45,,Panoube 1,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Biktor 46,,Panoube 1,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Biktor 47,,Panoube 1,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Herma(o)(u)os 19,,Panoube 1,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Herma(o)(u)os 20,,Panoube 1,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Ioannes 58,,Panoube 1,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,?
Oursenouphios / Ouersenouphios 1,,Panoube 1,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Palos 3,,Panoube 1,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Phoibammon 43,Farm worker,Panoube 1,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Psenthaesis 4,Aristocrat/Government Officials,Panoube 1,,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Anouphi(o)s 11,Craftsman,Phoibammon 43,Farm worker,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Apollos 38,Farm worker,Phoibammon 43,Farm worker,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Biktor 43,,Phoibammon 43,Farm worker,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Biktor 45,,Phoibammon 43,Farm worker,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Biktor 46,,Phoibammon 43,Farm worker,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Biktor 47,,Phoibammon 43,Farm worker,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Herma(o)(u)os 19,,Phoibammon 43,Farm worker,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Herma(o)(u)os 20,,Phoibammon 43,Farm worker,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Oursenouphios / Ouersenouphios 1,,Phoibammon 43,Farm worker,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Palos 3,,Phoibammon 43,Farm worker,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Panoube 1,,Phoibammon 43,Farm worker,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Psenthaesis 4,Aristocrat/Government Officials,Phoibammon 43,Farm worker,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Anouphi(o)s 11,Craftsman,Psenthaesis 4,Aristocrat/Government Officials,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Apollos 38,Farm worker,Psenthaesis 4,Aristocrat/Government Officials,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Biktor 43,,Psenthaesis 4,Aristocrat/Government Officials,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Biktor 45,,Psenthaesis 4,Aristocrat/Government Officials,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Biktor 46,,Psenthaesis 4,Aristocrat/Government Officials,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Biktor 47,,Psenthaesis 4,Aristocrat/Government Officials,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Herma(o)(u)os 19,,Psenthaesis 4,Aristocrat/Government Officials,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Herma(o)(u)os 20,,Psenthaesis 4,Aristocrat/Government Officials,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Ioannes 58,,Psenthaesis 4,Aristocrat/Government Officials,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,?
Oursenouphios / Ouersenouphios 1,,Psenthaesis 4,Aristocrat/Government Officials,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Palos 3,,Psenthaesis 4,Aristocrat/Government Officials,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Panoube 1,,Psenthaesis 4,Aristocrat/Government Officials,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Phoibammon 43,Farm worker,Psenthaesis 4,Aristocrat/Government Officials,6,Legal Participant,Legal Participant,514,514,P.Cair.Masp. 1.67001,Aphrodito
Besarion 2,Aristocrat/Government Officials,Mariam 2,Craftsman,120,Financial,Financial,515,515.0,P.Cair.Masp. 3.67306,Aphrodito
Tariste 2,,Mariam 2,Craftsman,120,Financial,Financial,515,515,P.Cair.Masp. 3.67306,Aphrodito
Iakob 10,,Besarion 2,Aristocrat/Government Officials,120,Legal,Legal,515,515.0,P.Cair.Masp. 3.67306,Aphrodito
Isak(i)(os) 17,,Besarion 2,Aristocrat/Government Officials,120,Legal,Legal,515,515.0,P.Cair.Masp. 3.67306,Aphrodito
Ouiktor 1,Aristocrat/Government Officials,Besarion 2,Aristocrat/Government Officials,120,Legal,Legal,515,515.0,P.Cair.Masp. 3.67306,Aphrodito
Iakob 10,,Mariam 2,Craftsman,120,Legal,Legal,515,515.0,P.Cair.Masp. 3.67306,Aphrodito
Isak(i)(os) 17,,Mariam 2,Craftsman,120,Legal,Legal,515,515.0,P.Cair.Masp. 3.67306,Aphrodito
Ouiktor 1,Aristocrat/Government Officials,Mariam 2,Craftsman,120,Legal,Legal,515,515.0,P.Cair.Masp. 3.67306,Aphrodito
Panolbios 1,,Biktor 44,Religious Personnel,,Lease,Lease,517,517.0,P.Flor. 3.281,Aphrodito
Ouiktor 1,Aristocrat/Government Officials,Biktor 44,Religious Personnel,,Legal,Legal,517,517.0,P.Flor. 3.281,Aphrodito
Proma(u)os 8,,Biktor 44,Religious Personnel,,Legal,Legal,517,517.0,P.Flor. 3.281,Aphrodito
Theoteknos 1,,Biktor 44,Religious Personnel,,Legal,Legal,517,517.0,P.Flor. 3.281,Aphrodito
Ouiktor 1,Aristocrat/Government Officials,Panolbios 1,,,Legal,Legal,517,517.0,P.Flor. 3.281,Aphrodito
Theoteknos 1,,Panolbios 1,,,Legal,Legal,517,517.0,P.Flor. 3.281,Aphrodito
Anonymous 44,,Apollos 2,Aristocrat/Government Officials,46,Financial,Financial,520,520,P.Lond. 5.1699,Aphrodito
Besarion 1,,Apollos 2,Aristocrat/Government Officials,46,Financial,Financial,520,520.0,P.Lond. 5.1699,Aphrodito
Anonymous 44,,Besarion 1,,46,Financial,Financial,520,520,P.Lond. 5.1699,Aphrodito
Apollos 2,Aristocrat/Government Officials,Besarion 1,,46,Financial,Financial,520,520.0,P.Lond. 5.1699,Aphrodito
Anonymous 44,,Dioskoros 1,,40,Financial,Financial,520,520.0,P.Lond. 5.1699,Aphrodito
Herma(o)(u)os 24,,Dioskoros 1,,40,Financial,Financial,520,520.0,P.Lond. 5.1699,Aphrodito
Anonymous 44,,Herma(o)(u)os 24,,40,Financial,Financial,520,520.0,P.Lond. 5.1699,Aphrodito
Dioskoros 1,,Herma(o)(u)os 24,,40,Financial,Financial,520,520.0,P.Lond. 5.1699,Aphrodito
Apollos 2,Aristocrat/Government Officials,Anonymous 45,Farm worker,,Lease,Lease,520,520.0,P.Flor. 3.282,Aphrodito
Anonymous 45,Farm worker,Apollos 2,Aristocrat/Government Officials,,Lease,Lease,520,520.0,P.Flor. 3.282,Aphrodito
Anonymous 45,Farm worker,Sansneus 3,Aristocrat/Government Officials,,Lease,Lease,520,520.0,P.Flor. 3.282,Aphrodito
Apollos 2,Aristocrat/Government Officials,Sansneus 3,Aristocrat/Government Officials,,Lease,Lease,520,520.0,P.Flor. 3.282,Aphrodito
Kallinikos 6,,Agnaton 3,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Isak(i)(os) 15,Farm worker,Anouphi(o)s 12,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Mouses 1,,Anouphi(o)s 12,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Mouses 5,,Anouphi(o)s 13,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Theoteknos 1,,Anouphi(o)s 13,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ieremias 5,,Apollos 44,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioseph(i)(o)s 18,Domestic Worker,Apollos 44,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioseph(i)(o)s 18,Domestic Worker,Apollos 44,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 44,,Apollos 45,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ieremias 5,,Apollos 45,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Isak(i)(os) 15,Farm worker,Apollos 45,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Kallinikos 6,,Apollos 45,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Mouses 1,,Apollos 45,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Mouses 5,,Apollos 45,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Phoibammon 46,Merchant,Apollos 45,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioseph(i)(o)s 18,Domestic Worker,Biktor 43,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Phoibammon 46,Merchant,Biktor 43,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 44,,Biktor 45,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioseph(i)(o)s 18,Domestic Worker,Biktor 54,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
K…. 1,,Biktor 54,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Phoibammon 46,Merchant,Biktor 54,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioseph(i)(o)s 18,Domestic Worker,Enoch 7,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Phoibammon 46,Merchant,Enoch 7,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 44,,Herma(o)(u)os 19,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 44,,Ieremias 4,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ieremias 5,,Ieremias 4,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioseph(i)(o)s 18,Domestic Worker,Ieremias 4,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 44,,Ioannes 54,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Isak(i)(os) 15,Farm worker,Ioannes 58,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Mouses 1,,Ioannes 58,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Kallinikos 6,,Ioannes 62,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioseph(i)(o)s 18,Domestic Worker,Isak(i)(os) 18,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Phoibammon 46,Merchant,Isak(i)(os) 18,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Kallinikos 6,,Isak(i)(os) 19,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioseph(i)(o)s 18,Domestic Worker,Menas 16,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Phoibammon 46,Merchant,Menas 16,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 44,,Mousaios 12,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Kallinikos 6,,Phenous 1,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioseph(i)(o)s 18,Domestic Worker,Phoibammon 45,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Phoibammon 46,Merchant,Phoibammon 45,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ieremias 5,,Phoibammon 46,Merchant,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioseph(i)(o)s 18,Domestic Worker,Phoibammon 46,Merchant,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ieremias 5,,Psai(o)s 24,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioseph(i)(o)s 18,Domestic Worker,Psai(o)s 24,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Phoibammon 46,Merchant,Psai(o)s 24,,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Isak(i)(os) 15,Farm worker,Psenthaesis 4,Aristocrat/Government Officials,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Mouses 1,,Psenthaesis 4,Aristocrat/Government Officials,72,Legal,Legal,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 45,,Agnaton 3,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Isak(i)(os) 19,,Agnaton 3,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioannes 58,,Anouphi(o)s 12,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Anouphi(o)s 12,,Apollos 45,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Anouphi(o)s 13,,Apollos 45,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Biktor 54,,Apollos 45,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Enoch 7,,Apollos 45,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioannes 53,,Apollos 45,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioannes 58,,Apollos 45,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioannes 62,,Apollos 45,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Isak(i)(os) 19,,Apollos 45,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Mousaios 12,,Apollos 45,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Phoibammon 45,,Apollos 45,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Pon(n)is 8,,Apollos 45,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 45,,Biktor 43,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Phoibammon 45,,Biktor 43,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 45,,Biktor 45,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioannes 53,,Biktor 45,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Anouphi(o)s 13,,Biktor 46,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 45,,Biktor 46,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Elias 2,,Biktor 46,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 45,,Biktor 53,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioannes 58,,Biktor 53,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Anouphi(o)s 12,,Biktor 54,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Anouphi(o)s 13,,Elias 2,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 45,,Elias 2,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Biktor 46,,Elias 2,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 45,,Herma(o)(u)os 19,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Mousaios 12,,Herma(o)(u)os 19,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 45,,Ieremias 4,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Anouphi(o)s 12,,Ioannes 58,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 45,,Isak(i)(os) 18,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Enoch 7,,Isak(i)(os) 18,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 45,,Menas 16,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Biktor 54,,Menas 16,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 45,,Pheous 1,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioannes 62,,Pheous 1,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 45,,Psai(o)s 23,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Pon(n)is 8,,Psai(o)s 23,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 45,,Psai(o)s 24,,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Anouphi(o)s 12,,Psenthaesis 4,Aristocrat/Government Officials,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 45,,Psenthaesis 4,Aristocrat/Government Officials,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Biktor 53,,Psenthaesis 4,Aristocrat/Government Officials,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Ioannes 58,,Psenthaesis 4,Aristocrat/Government Officials,72,Legal Participant,Legal Participant,521,521.0,P.Cair.Masp. 3.67328,Aphrodito
Apollos 47,Commoner,Abraam 18,,,Lease,Lease,522,522.0,P.Ross.Georg. 3.33,Aphrodito
Besarion 1,,Abraam 18,,,Lease,Lease,522,522.0,P.Ross.Georg. 3.33,Aphrodito
Ioannes 64,Religious Personnel,Abraam 18,,,Lease,Lease,522,522.0,P.Ross.Georg. 3.33,Aphrodito
Ouiktor 1,Aristocrat/Government Officials,Abraam 18,,,Lease,Lease,522,522.0,P.Ross.Georg. 3.33,Aphrodito
Ioannes 64,Religious Personnel,Besarion 1,,,Lease,Lease,522,522.0,P.Ross.Georg. 3.33,Aphrodito
Ouiktor 1,Aristocrat/Government Officials,Besarion 1,,,Lease,Lease,522,522.0,P.Ross.Georg. 3.33,Aphrodito
Ouiktor 1,Aristocrat/Government Officials,Ioannes 64,Religious Personnel,,Lease,Lease,522,522.0,P.Ross.Georg. 3.33,Aphrodito
Sourous 1,,Biktor 46,,6,Financial (Land),Financial (Land),523,523,P.Lond. 5.1693,Antinoopolis
Biktor 46,,Sourous 1,,6,Financial (Land),Financial (Land),523,523,P.Lond. 5.1693,Antinoopolis
Anonymous 48,,Anonymous 47,,,Lease,Lease,523,523.0,P.Lond. 5.1688,?
Anouphi(o)s 14,,Apollos 45,,36.5,Lease,Lease,523,523.0,P.Lond. 5.1687,Aphrodito
Ioannes 31,,Anouphi(o)s 14,,36.5,Legal,Legal,523,523.0,P.Lond. 5.1687,Aphrodito
Ioannes 65,Merchant,Anouphi(o)s 14,,36.5,Legal,Legal,523,523.0,P.Lond. 5.1687,Aphrodito
Theoteknos 1,,Anouphi(o)s 14,,36.5,Legal,Legal,523,523.0,P.Lond. 5.1687,?
Ioannes 65,Merchant,Apollos 45,,36.5,Legal,Legal,523,523.0,P.Lond. 5.1687,Antinoopolis
Theoteknos 1,,Apollos 45,,36.5,Legal,Legal,523,523.0,P.Lond. 5.1687,Antinoopolis
Alexandros 1,,Psai(o)s 31,,,Financial,Financial,524,524.0,SB 20.14669,Aphrodito
Apollos 42,Commoner,Achilleus 1,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Dios 7,,Achilleus 1,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Sophia 5,Farm worker,Achilleus 1,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Biktor 59,Aristocrat/Government Officials,Ammonios 1,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Eirene 1,Commoner,Ammonios 1,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Kura 1,,Ammonios 1,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Loukanos 2,,Ammonios 1,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Ioannes 61,Farm worker,Andreas 5,,,Financial (Land),Financial (Land)-Ancestral,524,524.0,SB 20.14669,Antinoopolis
Triphiodoros 1,Farm worker,Andreas 5,,,Financial (Land),Financial (Land)-Ancestral,524,524.0,SB 20.14669,Antinoopolis
Herm(e)ias 5,Domestic Worker,Anouphi(o)s 17,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Athanasia 1,,Apollos 2,Aristocrat/Government Officials,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Sophia 5,Farm worker,Apollos 42,Commoner,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Ammonios 1,,Besarion 1,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Ammonios 1,,Bessourous 4,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Ammonios 1,,Biktor 59,Aristocrat/Government Officials,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Satapodoros 1,,Biktor 60,,,Financial (Land),Financial (Land)-Ancestral,524,524.0,SB 20.14669,Antinoopolis
Tasia 1,Aristocrat/Government Officials,Biktor 67,Domestic Worker,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Elias 4,,Charisios 4,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
The Church of Demetrios,,Dau(e)id 4,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Antinoopolis
Eustochios 1,,Dios 6,,,Financial (Land),Financial (Land)-Ancestral,524,524.0,SB 20.14669,Aphrodito
Markellinos 1,Religious Personnel,Dios 6,,,Financial (Land),Financial (Land)-Ancestral,524,524.0,SB 20.14669,Aphrodito
Achilleus 1,,Dios 7,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Ammonios 1,,Eirene 1,Commoner,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Markellinos 1,Religious Personnel,Eustochios 1,,,Financial (Land),Financial (Land)-Ancestral,524,524.0,SB 20.14669,Aphrodito
The Monastery of Apa Sourous,,Herm(e)ias 5,Domestic Worker,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Antinoopolis
Ammonios 1,,Herma(o)(u)os 29,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Andreas 5,,Hupateia 1,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Antinoopolis
Ioannes 61,Farm worker,Hupateia 1,,,Financial (Land),Financial (Land)-Ancestral,524,524.0,SB 20.14669,Antinoopolis
Triphiodoros 1,Farm worker,Hupateia 1,,,Financial (Land),Financial (Land)-Ancestral,524,524.0,SB 20.14669,Antinoopolis
The Church of the Village of Euphrosunos,,Ioannes 68,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
Biktor 64,,Ioannes 69,,,Financial (Land),Financial (Land),524,524.0,SB 20.14669,Aphrodito
